title,keywords
Amadeus,"drama, history, music, italy, composer, opera, talent, musician, marriage crisis, god, murder, vienna austria, envy, 18th century"
Amen.,"drama, history, vatican, pope, concentration camp, holocaust, schutzstaffel, nazis, nazi germany, doctor, conscience, catholicism, euthanasia"
America's Sweethearts,"film business, film producer, wife husband relationship, fictitious marriage, married couple, marriage crisis, comedy, romance"
American Beauty,"drama, male nudity, female nudity, adultery, midlife crisis, coming out, first time, camcorder, virgin, nudity, film maker, estate agent, satire, loneliness, dark comedy, suburbia, coming of age, marijuana, exercise, parent child relationship, bittersweet, affair"
American Desi,"drama, comedy, romance, tradition, indian lead, roommate, culture clash, college, bollywood, india, heritage"
American Dreamz,"usa president, moderator, musical, music, castingshow, image campaign, sleeper agent, drama, comedy, family"
American Gangster,"drama, crime, underdog, black people, drug traffic, drug smuggle, society, ambition, rise and fall, cop, drug dealing, police corruption, gangster, crime, police detective, family, law enforcement, aftercreditsstinger, dishonesty, criminal heroes"
American Graffiti,"drama, comedy, farewell, rock and roll, robbery, love at first sight, car race, radio station, car breakdown, vandalism, radio, radio presenter, airplane, car, child"
American Heist,"action, brother brother relationship, robbery, bank"
American Hero,"action, comedy, science fiction"
American History X,"usa, neo-nazi, prison, skinhead, brother brother relationship, rape, fascism, brother, basketball, jail, school, swastika, los angeles, family, hate, neo nazism, xenophobia, interracial friendship, nazism, prison rape, drama"
American Hustle,"drama, crime, con artist, scam, mobster, fbi agent"
American Ninja 2: The Confrontation,"adventure, drama, action, marine corps, army, ninja"
American Outlaws,"sheriff, horse, outlaw, jesse james, cole younger, action, western"
American Pie,"comedy, romance, graduation, innocence, coming of age, teenager, high school student, pie, teen comedy, teenage sexuality, exchange student, sitting on a toilet, voyeurism, virginity, laxative, prom night"
American Pie 2,"comedy, romance, sex, party, summer, beach house, group of friends, gross out comedy, tantra, mistaken for a special education student, superglue, sex comedy"
American Psycho,"drama, thriller, crime, based on novel, wall street, psychopath, white collar, harvard business school, child of divorce, unreliable narrator, woman director, voice imitation"
American Reunion,"comedy, wife husband relationship, sequel, family reunion, masturbation, scat, high school reunion, quitting a job, milf, duringcreditsstinger"
American Sniper,"action, war, sniper, biography, iraq, navy seal, u.s. soldier"
American Splendor,"drama, comedy, biography, independent film, v.a. hospital, junk sale, jellybean, greeting card, file clerk, garage sale, comic book art, neurotic, woman director"
American Wedding,"handcuffs, sister sister relationship, spanner, blow job, stag night, wedding, comedy, romance"
Amidst the Devil's Wings,"drama, action, crime"
Amigo,"drama, history, war, ambush, rebel, rain, village, arrest, friendship, gun battle, soldier, american"
Amistad,"cuba, mutiny, slavery, sentence, historical figure, havanna, tall ship, slave trade, drama, history, mystery"
Amnesiac,"drama, horror, thriller, mystery"
Among Giants,"comedy, romance, yorkshire, love, friends"
Amores perros,"homeless person, mexico city, daughter, secret love, dogfight, money, dog, nonlinear timeline, multiple storylines, new mexican cinema, drama, thriller"
Amour,"drama, romance, nurse, music teacher, aging, daughter, music, love, retired, illness, pigeon, stroke, octogenarian, old couple"
"An Alan Smithee Film: Burn, Hollywood, Burn","alan smithee, comedy"
An American Carol,"fantasy, comedy, terrorist, parody, documentary filmmaker, sattire"
An American Haunting,"witch, independent film, curse, suitor, family, horror, thriller"
An Education,"drama, romance, adolescence, age difference, self-discovery, coming of age, love affair, youth, family, woman director, teaching the ways of the world, parents and children, love and romance, teenage life"
An Everlasting Piece,"toupee, scalper, comedy, crime"
An Ideal Husband,"drama, comedy, romance"
An Inconvenient Truth,"documentary, climate change, greenhouse effect, climate, earth, global warming, politics, truth, crisis, nature, environment, science, audience"
An Unfinished Life,"loss of son, sheriff, wyoming, grandfather granddaughter relationship, violence against women, drama"
Anaconda,"adventure, horror, thriller, amazon, jungle, anaconda, film crew, killer snake, river boat, amazon river, animal horror"
Anacondas: The Hunt for the Blood Orchid,"snake, expedition, traitor, research, orchid, jungle, animal horror, adventure, horror, action, thriller, science fiction"
Analyze That,"comedy, crime, prison, gold, therapist, gangster"
Analyze This,"new york, mafia boss, wedding, psychiatrist, comedy, crime"
Anastasia,"animation, family, tzar, musical, russian revolution, train explosion, foreign language adaptation, exploding train"
Anatomie,"horror, thriller, butterfly, dissection, scalpel, medical school"
Anchorman 2: The Legend Continues,"comedy, journalism, mustache, tv news, newsroom, gang warfare, aftercreditsstinger, news spoof, tv news anchor"
Anchorman: The Legend of Ron Burgundy,"comedy, journalism, sexism, ladder, panda, tv show in film, mustache, misogynist, newsroom, teleprompter, gang warfare, aftercreditsstinger, duringcreditsstinger, news spoof"
And So It Goes,"drama, comedy, romance, grandfather granddaughter relationship, neighbor, wealthy, elderly, estrangement"
And Then Came Love,"comedy, romance"
And When Did You Last See Your Father?,"drama, father son relationship, memory, hospital, confrontation, family, illness, old girlfriend"
Anderson's Cross,"drama, comedy, romance, coming of age"
Angel Eyes,"drama, thriller, romance, car crash, police officer"
Angela's Ashes,"emigration, irish-american, hunger, socially deprived family, famine, alcoholism, brooklyn new york city, drama"
Angels & Demons,"thriller, mystery, rome, vatican, based on novel, symbolism, christian, illuminati, quantum mechanics, prequel, anti matter, conspiracy, investigator, catholicism, cern"
Animal House,"sex, nudity, college, fraternity, gross out comedy, dean, fraternity house, probation, 1960s, college freshman, anarchic comedy, comedy"
Animals,drama
Anna and the King,"civil war, father son relationship, east india trading company, traitor, death penalty, thailand, palace, burma, daughter, royalty, teacher, battle, denunciation, drama, history, romance"
Anna Karenina,"drama, romance, based on novel, st. petersburg russia, high society, imperial russia, tragic death, 19th century"
Annabelle,"prequel, evil doll, killer doll, spin off, doll, demonic possession, killer toys, toy comes to life, horror"
Anne of Green Gables,"drama, family, based on novel, brother sister relationship, canada, village, love, school, miniseries, best friend, orphan, historical, kids, redhead girl"
Annie,"drama, comedy, family, musical, orphan, foster child"
Annie Get Your Gun,"action, comedy, western, music, romance, musical, annie oakley, sharpshooter"
Annie Hall,"drama, comedy, romance, narration, neurosis, comedian, job interview, love, singer, jewish, breaking the fourth wall, talking to the audience, volkswagen beetle"
Anomalisa,"animation, drama, comedy, romance, sex, depression, existentialism"
Anonymous,"drama, history, thriller, shakespeare, anonymity, poet, play, political, duringcreditsstinger, false history"
Another Earth,"earth, tragedy, janitor, planet, duplicate, cosmology, ego, solar system, drama, science fiction"
Another Happy Day,"drama, comedy"
Another Year,"drama, comedy, jealousy, cooking, garden, funeral, season, loneliness, unrequited love, red wine"
Ant-Man,"adventure, action, science fiction, marvel comic, superhero, based on comic book, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d"
Antarctic Edge: 70° South,"woman director, documentary"
Antarctica: A Year on Ice,"adventure, drama, documentary, biography, antarctica"
Antibirth,"drug abuse, experiment, television, conspiracy, alien abduction, prostitution, pregnancy, new species of human, side effects, narcotic abuse, horror"
Antitrust,"drama, action, crime, technology, garage, hacker, male friendship, microchip, minidisc, computer, company, friendship bracelet, suspense, business start-up, computer expert, childhood friends, betrayal by friend"
Antiviral,"horror, science fiction, injection, celebrity, satire, near future, metamorphosis, tech noir, virus, body horror"
Antwone Fisher,"drama, romance, u.s. navy, biography"
Antz,"general, hero, worker, ant, work, assignment, war, princess, soldier, individuality, friend, adventure, animation, comedy, family"
Any Given Sunday,"drama, american football, trainer, training, american football coach, sport, american football stadium"
Anything Else,"psychoanalysis, comedian, relationship problems, advice, experience, comedy, romance"
Anywhere But Here,"drama, comedy, romance, dream"
Apocalypse Now,"drama, war, guerrilla, river, vietnam, vietcong, cambodia, army, insanity, tribe, green beret, jungle, apocalypse, death, napalm"
Apocalypto,"loss of family, solar eclipse, slavery, jaguar, village, maya civilization, forest, tribe, human sacrifice, central america, maya, ancient civilization, yucatec maya language, adventure, drama, action, thriller"
Apollo 13,"drama, moon, florida, nasa, spaceman, race against time, houston, based on true story, space, rescue, survival, disaster, explosion, astronaut, imax, saturn v rocket, courage, hypothermia, apollo program, cape kennedy, lunar mission, spacecraft accident"
Apollo 18,"horror, thriller, science fiction, moon, nasa, infection, barbecue, moon landing, hammer, alien, mockumentary, astronaut, alien infection, found footage"
Appaloosa,"small town, rancher, drama, western, crime"
April Fool's Day,"horror, mystery, island, party, murder, teen movie, slasher, april fool's day, holiday horror, canuxploitation, elimination derby, college friends"
Aqua Teen Hunger Force Colon Movie Film for Theaters,"africa, blood splatter, surrealism, blood, robot, adult animation, animation, comedy"
